@RELATION biodiversitySpreadsheets_whithoutWeights

@ATTRIBUTE what	REAL
@ATTRIBUTE who 	REAL
@ATTRIBUTE how 	REAL
@ATTRIBUTE why	REAL
@ATTRIBUTE where REAL
@ATTRIBUTE when	REAL
@ATTRIBUTE class 	{expObservation,spCatalog,spOccurrence,geneData,spMonitoring}

@DATA
1.00,0.00,2.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
3.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
4.00,0.00,1.00,0.00,2.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,1.00,3.00,spMonitoring
0.00,2.00,0.00,0.00,1.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,3.00,1.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,0.00,1.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
3.00,2.00,0.00,0.00,1.00,0.00,spMonitoring
3.00,2.00,0.00,0.00,1.00,0.00,spMonitoring
3.00,2.00,0.00,0.00,1.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,5.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
2.00,0.00,0.00,1.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
1.00,0.00,1.00,0.00,1.00,1.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,2.00,spMonitoring
3.00,0.00,0.00,1.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,2.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,1.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
0.00,1.00,2.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,1.00,0.00,0.00,spMonitoring
0.00,1.00,0.00,0.00,1.00,2.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,3.00,spMonitoring
1.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,0.00,1.00,0.00,1.00,spMonitoring
0.00,1.00,0.00,1.00,0.00,1.00,spMonitoring
0.00,0.00,1.00,0.00,1.00,0.00,spMonitoring
0.00,0.00,3.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
1.00,1.00,0.00,1.00,0.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,4.00,1.00,spMonitoring
2.00,0.00,3.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,1.00,3.00,spMonitoring
1.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,1.00,1.00,4.00,3.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
0.00,1.00,0.00,0.00,1.00,0.00,spMonitoring
0.00,1.00,2.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,2.00,0.00,1.00,1.00,spMonitoring
0.00,2.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,1.00,0.00,3.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,3.00,0.00,2.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,1.00,1.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
1.00,0.00,0.00,1.00,1.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
5.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
5.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,6.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,3.00,spMonitoring
0.00,1.00,2.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,2.00,2.00,spMonitoring
0.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,0.00,0.00,1.00,1.00,spMonitoring
0.00,1.00,0.00,0.00,1.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,1.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,1.00,1.00,0.00,2.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,7.00,0.00,spMonitoring
3.00,0.00,1.00,1.00,0.00,1.00,spMonitoring
0.00,0.00,0.00,1.00,4.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,2.00,0.00,1.00,0.00,spMonitoring
0.00,0.00,2.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,2.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
0.00,0.00,0.00,1.00,0.00,1.00,spMonitoring
2.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,1.00,1.00,4.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
5.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,1.00,0.00,2.00,spMonitoring
0.00,0.00,0.00,1.00,0.00,2.00,spMonitoring
0.00,1.00,2.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,1.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,4.00,spMonitoring
1.00,0.00,0.00,1.00,1.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
5.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,1.00,1.00,1.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
7.00,0.00,1.00,1.00,1.00,0.00,spMonitoring
0.00,0.00,2.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,2.00,2.00,5.00,2.00,spMonitoring
4.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,1.00,1.00,3.00,spMonitoring
0.00,0.00,3.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,12.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,0.00,1.00,0.00,0.00,spMonitoring
3.00,0.00,1.00,0.00,3.00,1.00,spMonitoring
4.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
3.00,0.00,1.00,0.00,1.00,1.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,3.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
0.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,4.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,4.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,2.00,0.00,2.00,2.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
6.00,0.00,0.00,1.00,4.00,4.00,spMonitoring
1.00,0.00,1.00,0.00,2.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,0.00,0.00,3.00,3.00,spMonitoring
0.00,0.00,0.00,1.00,4.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
5.00,3.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,2.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,2.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,2.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,2.00,0.00,0.00,2.00,spMonitoring
3.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
1.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
3.00,0.00,1.00,0.00,1.00,2.00,spMonitoring
0.00,0.00,0.00,0.00,2.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,3.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,3.00,1.00,spMonitoring
3.00,0.00,1.00,0.00,3.00,2.00,spMonitoring
1.00,0.00,1.00,1.00,0.00,0.00,spMonitoring
1.00,0.00,1.00,1.00,0.00,0.00,spMonitoring
1.00,0.00,2.00,1.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,2.00,4.00,spMonitoring
4.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
14.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,1.00,0.00,4.00,8.00,spMonitoring
4.00,1.00,7.00,0.00,4.00,2.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
1.00,0.00,0.00,1.00,0.00,1.00,spMonitoring
0.00,1.00,1.00,1.00,0.00,0.00,spMonitoring
0.00,1.00,0.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,2.00,3.00,5.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
6.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
5.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
8.00,0.00,3.00,3.00,3.00,5.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,0.00,2.00,0.00,spMonitoring
0.00,0.00,3.00,0.00,3.00,1.00,spMonitoring
5.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,1.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,1.00,0.00,1.00,spMonitoring
0.00,0.00,0.00,1.00,0.00,1.00,spMonitoring
0.00,0.00,1.00,1.00,1.00,1.00,spMonitoring
3.00,0.00,1.00,0.00,1.00,0.00,spMonitoring
5.00,0.00,1.00,1.00,0.00,2.00,spMonitoring
0.00,0.00,2.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
5.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
5.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,2.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,4.00,0.00,spMonitoring
4.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
3.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
0.00,1.00,0.00,1.00,0.00,0.00,spMonitoring
11.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,0.00,1.00,1.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,1.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,3.00,spMonitoring
8.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,2.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
3.00,0.00,2.00,1.00,3.00,0.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
12.00,0.00,0.00,5.00,0.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,1.00,3.00,spMonitoring
4.00,0.00,0.00,0.00,1.00,2.00,spMonitoring
1.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,2.00,0.00,0.00,1.00,spMonitoring
8.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,1.00,3.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,1.00,0.00,spMonitoring
1.00,1.00,1.00,0.00,2.00,1.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,3.00,spMonitoring
9.00,0.00,3.00,4.00,7.00,13.00,spMonitoring
2.00,0.00,2.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,2.00,0.00,0.00,0.00,spMonitoring
1.00,0.00,1.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
4.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,2.00,0.00,1.00,0.00,spMonitoring
0.00,0.00,2.00,0.00,1.00,0.00,spMonitoring
9.00,0.00,2.00,4.00,7.00,13.00,spMonitoring
0.00,0.00,3.00,0.00,0.00,0.00,spMonitoring
29.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,2.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,2.00,0.00,spMonitoring
1.00,1.00,0.00,0.00,2.00,0.00,spMonitoring
1.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
1.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,1.00,0.00,0.00,spMonitoring
0.00,0.00,1.00,1.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
0.00,2.00,1.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
4.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,1.00,2.00,3.00,spMonitoring
3.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
3.00,0.00,0.00,1.00,0.00,2.00,spMonitoring
4.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
0.00,1.00,2.00,0.00,0.00,1.00,spMonitoring
0.00,0.00,0.00,0.00,3.00,0.00,spMonitoring
2.00,0.00,1.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,0.00,spMonitoring
2.00,0.00,0.00,0.00,0.00,1.00,spMonitoring
1.00,0.00,0.00,0.00,4.00,0.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,5.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,4.00,spMonitoring
8.00,0.00,2.00,3.00,5.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,3.00,5.00,spMonitoring
8.00,0.00,2.00,3.00,5.00,5.00,spMonitoring
1.00,0.00,6.00,0.00,0.00,0.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
0.00,0.00,0.00,0.00,0.00,2.00,spMonitoring
1.00,1.00,1.00,0.00,0.00,0.00,spMonitoring
3.00,1.00,0.00,0.00,0.00,0.00,spMonitoring
8.00,5.00,0.00,2.00,5.00,0.00,geneData
2.00,0.00,0.00,0.00,0.00,0.00,geneData
2.00,0.00,0.00,0.00,0.00,0.00,geneData
2.00,0.00,0.00,1.00,1.00,0.00,geneData
2.00,0.00,0.00,1.00,0.00,0.00,geneData
1.00,1.00,1.00,2.00,0.00,0.00,geneData
0.00,0.00,0.00,2.00,0.00,0.00,geneData
1.00,0.00,0.00,3.00,0.00,0.00,geneData
3.00,1.00,0.00,0.00,0.00,0.00,geneData
2.00,0.00,1.00,0.00,0.00,0.00,geneData
3.00,0.00,1.00,0.00,0.00,0.00,geneData
0.00,0.00,1.00,1.00,0.00,0.00,geneData
5.00,0.00,0.00,1.00,1.00,0.00,geneData
3.00,1.00,1.00,0.00,0.00,0.00,geneData
3.00,1.00,1.00,0.00,0.00,0.00,geneData
6.00,0.00,0.00,0.00,0.00,1.00,geneData
2.00,0.00,0.00,0.00,1.00,0.00,geneData
12.00,2.00,1.00,3.00,6.00,4.00,geneData
1.00,0.00,1.00,0.00,0.00,1.00,geneData
3.00,0.00,1.00,1.00,0.00,0.00,geneData
5.00,0.00,0.00,0.00,0.00,0.00,geneData
2.00,1.00,0.00,1.00,0.00,0.00,geneData
0.00,0.00,1.00,1.00,0.00,0.00,geneData
9.00,1.00,1.00,3.00,10.00,1.00,geneData
6.00,0.00,0.00,0.00,0.00,1.00,geneData
7.00,0.00,0.00,0.00,0.00,1.00,geneData
6.00,0.00,0.00,0.00,0.00,1.00,geneData
7.00,0.00,0.00,0.00,0.00,1.00,geneData
6.00,0.00,0.00,0.00,0.00,1.00,geneData
5.00,0.00,0.00,0.00,0.00,1.00,geneData
6.00,0.00,0.00,0.00,0.00,1.00,geneData
2.00,2.00,1.00,0.00,2.00,1.00,geneData
1.00,0.00,0.00,2.00,0.00,0.00,geneData
2.00,0.00,1.00,1.00,0.00,0.00,geneData
0.00,0.00,1.00,4.00,0.00,0.00,geneData
1.00,0.00,1.00,4.00,0.00,0.00,geneData
2.00,4.00,1.00,3.00,2.00,1.00,geneData
0.00,0.00,1.00,1.00,0.00,0.00,geneData
2.00,1.00,0.00,2.00,0.00,1.00,geneData
8.00,0.00,1.00,0.00,0.00,0.00,geneData
1.00,0.00,0.00,1.00,0.00,0.00,geneData
10.00,1.00,1.00,1.00,1.00,1.00,geneData
9.00,0.00,0.00,1.00,0.00,0.00,geneData
9.00,0.00,0.00,1.00,0.00,0.00,geneData
3.00,0.00,1.00,1.00,0.00,0.00,geneData
3.00,0.00,0.00,0.00,0.00,1.00,geneData
7.00,1.00,0.00,1.00,0.00,1.00,geneData
2.00,0.00,1.00,0.00,0.00,0.00,geneData
0.00,2.00,0.00,1.00,0.00,0.00,geneData
12.00,6.00,2.00,3.00,9.00,5.00,geneData
12.00,6.00,2.00,3.00,9.00,5.00,geneData
1.00,0.00,0.00,2.00,1.00,0.00,geneData
3.00,1.00,1.00,1.00,0.00,0.00,geneData
5.00,0.00,1.00,0.00,0.00,0.00,geneData
1.00,0.00,0.00,1.00,1.00,1.00,geneData
3.00,0.00,0.00,0.00,0.00,0.00,geneData
4.00,1.00,0.00,1.00,3.00,0.00,geneData
3.00,0.00,1.00,1.00,0.00,0.00,geneData
2.00,0.00,1.00,1.00,0.00,2.00,geneData
4.00,0.00,0.00,0.00,0.00,0.00,geneData
4.00,0.00,0.00,0.00,0.00,0.00,geneData
16.00,6.00,2.00,8.00,15.00,14.00,geneData
0.00,0.00,0.00,2.00,0.00,1.00,geneData
6.00,0.00,1.00,0.00,3.00,0.00,geneData
2.00,0.00,1.00,0.00,0.00,0.00,geneData
1.00,0.00,0.00,1.00,0.00,0.00,geneData
4.00,0.00,1.00,0.00,0.00,1.00,geneData
10.00,0.00,1.00,0.00,0.00,0.00,geneData
2.00,0.00,0.00,0.00,0.00,0.00,geneData
5.00,0.00,0.00,0.00,0.00,0.00,geneData
1.00,0.00,1.00,0.00,0.00,0.00,geneData
1.00,0.00,1.00,1.00,0.00,0.00,geneData
4.00,2.00,1.00,0.00,4.00,2.00,geneData
6.00,0.00,1.00,0.00,3.00,0.00,geneData
3.00,0.00,1.00,1.00,0.00,2.00,geneData
4.00,0.00,1.00,0.00,0.00,0.00,geneData
5.00,3.00,2.00,0.00,4.00,0.00,geneData
4.00,1.00,1.00,0.00,0.00,0.00,geneData
4.00,0.00,0.00,0.00,0.00,0.00,geneData
12.00,6.00,2.00,3.00,9.00,5.00,geneData
12.00,6.00,2.00,3.00,9.00,5.00,geneData
6.00,2.00,1.00,0.00,3.00,0.00,geneData
4.00,1.00,0.00,0.00,0.00,0.00,geneData
1.00,0.00,0.00,1.00,0.00,0.00,geneData
2.00,0.00,0.00,1.00,0.00,0.00,geneData
0.00,1.00,0.00,1.00,0.00,0.00,geneData
2.00,0.00,0.00,1.00,0.00,0.00,geneData
0.00,0.00,0.00,1.00,1.00,0.00,geneData
3.00,0.00,0.00,0.00,0.00,0.00,geneData
1.00,1.00,0.00,1.00,0.00,0.00,geneData
2.00,0.00,1.00,0.00,4.00,1.00,geneData
1.00,0.00,0.00,1.00,0.00,0.00,geneData
0.00,0.00,0.00,3.00,0.00,0.00,geneData
0.00,0.00,0.00,3.00,0.00,0.00,geneData
3.00,0.00,0.00,0.00,1.00,0.00,geneData
0.00,0.00,0.00,2.00,0.00,1.00,geneData
0.00,0.00,0.00,0.00,4.00,0.00,geneData
4.00,0.00,0.00,0.00,2.00,0.00,geneData
2.00,0.00,0.00,0.00,0.00,0.00,geneData
0.00,2.00,0.00,0.00,0.00,0.00,geneData
0.00,2.00,0.00,0.00,1.00,0.00,geneData
2.00,0.00,1.00,0.00,0.00,0.00,geneData
0.00,1.00,0.00,1.00,0.00,0.00,geneData
0.00,0.00,1.00,1.00,2.00,0.00,geneData
2.00,0.00,0.00,1.00,1.00,0.00,geneData
2.00,0.00,0.00,1.00,1.00,0.00,geneData
0.00,1.00,0.00,1.00,0.00,0.00,geneData
0.00,1.00,0.00,1.00,0.00,0.00,geneData
0.00,1.00,0.00,1.00,0.00,0.00,geneData
0.00,1.00,0.00,1.00,0.00,0.00,geneData
3.00,1.00,1.00,0.00,0.00,0.00,geneData
2.00,0.00,0.00,0.00,0.00,0.00,geneData
5.00,0.00,0.00,0.00,0.00,0.00,geneData
1.00,0.00,0.00,2.00,0.00,0.00,geneData
0.00,0.00,6.00,0.00,0.00,0.00,geneData
6.00,1.00,0.00,0.00,0.00,0.00,geneData
0.00,1.00,0.00,0.00,1.00,0.00,geneData
1.00,1.00,0.00,1.00,0.00,1.00,geneData
2.00,0.00,1.00,0.00,1.00,0.00,geneData
3.00,0.00,1.00,1.00,0.00,0.00,geneData
7.00,0.00,1.00,1.00,0.00,1.00,geneData
4.00,0.00,0.00,2.00,0.00,0.00,geneData
0.00,1.00,0.00,2.00,0.00,1.00,geneData
2.00,0.00,0.00,0.00,1.00,1.00,geneData
12.00,6.00,2.00,3.00,9.00,5.00,geneData
12.00,6.00,2.00,3.00,9.00,5.00,geneData
0.00,2.00,0.00,0.00,0.00,0.00,geneData
5.00,2.00,0.00,1.00,0.00,0.00,geneData
0.00,1.00,0.00,2.00,0.00,1.00,geneData
0.00,0.00,0.00,2.00,5.00,0.00,geneData
0.00,1.00,0.00,1.00,0.00,1.00,geneData
4.00,0.00,0.00,0.00,0.00,0.00,geneData
1.00,0.00,0.00,1.00,1.00,1.00,geneData
0.00,1.00,0.00,1.00,0.00,0.00,geneData
1.00,1.00,0.00,0.00,0.00,0.00,geneData
0.00,2.00,0.00,0.00,0.00,0.00,geneData
2.00,0.00,0.00,0.00,0.00,0.00,geneData
3.00,0.00,0.00,0.00,0.00,0.00,geneData
8.00,0.00,0.00,0.00,0.00,0.00,geneData
8.00,0.00,0.00,0.00,0.00,0.00,geneData
0.00,6.00,0.00,0.00,0.00,1.00,geneData
