@RELATION biodiversitySpreadsheets_whithWeights

@ATTRIBUTE what	REAL
@ATTRIBUTE who 	REAL
@ATTRIBUTE how 	REAL
@ATTRIBUTE why	REAL
@ATTRIBUTE where REAL
@ATTRIBUTE when	REAL
@ATTRIBUTE class 	{spCatalog,spOccurrence,geneData,spMonitoring,expObservation}

@DATA
1.49,0.00,0.02,0.00,0.01,0.00,geneData
1.29,0.06,0.11,0.03,0.00,0.00,geneData
1.49,0.00,0.02,0.00,0.01,0.00,geneData
1.36,0.00,0.00,0.00,0.00,0.00,geneData
1.31,0.00,0.11,0.01,0.00,0.00,geneData
0.00,0.00,0.25,0.06,0.11,0.00,geneData
1.49,0.00,0.00,0.00,0.02,0.00,geneData
0.42,0.00,0.00,0.00,0.00,0.00,geneData
0.00,0.00,1.00,0.00,0.04,0.25,geneData
0.13,0.25,0.00,0.11,0.06,1.03,geneData
0.00,0.00,0.25,0.02,0.14,1.00,geneData
1.48,0.00,0.03,0.00,0.02,0.00,geneData
1.48,0.00,0.03,0.00,0.02,0.00,geneData
1.25,0.00,0.11,0.00,0.00,0.00,geneData
0.16,0.00,0.00,0.00,0.00,0.00,geneData
0.07,0.00,0.00,0.00,0.00,0.00,geneData
0.00,0.00,0.25,0.04,0.06,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
0.41,0.01,0.06,0.00,0.05,0.02,geneData
1.48,0.00,0.03,0.00,0.02,0.00,geneData
1.51,0.00,0.00,0.00,0.01,0.00,geneData
1.21,0.00,0.03,0.00,0.00,0.00,geneData
0.16,0.25,0.06,0.00,0.00,0.00,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.25,0.00,1.00,0.01,0.21,0.00,geneData
1.04,0.00,0.00,0.06,0.00,0.00,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.16,0.12,0.01,0.04,0.01,0.26,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.16,0.12,0.01,0.04,0.01,0.26,geneData
0.40,0.00,0.06,1.00,0.00,0.00,geneData
1.14,0.07,0.25,0.00,0.06,0.00,geneData
0.15,0.25,0.00,0.00,0.00,0.00,geneData
0.29,0.00,0.00,1.00,0.00,0.00,geneData
1.36,0.00,0.00,0.00,0.00,0.00,geneData
1.25,0.00,0.11,0.00,0.10,0.01,geneData
0.04,1.00,0.06,0.01,0.06,0.00,geneData
0.06,0.25,0.00,0.04,1.00,0.00,geneData
0.25,0.00,1.00,0.03,0.05,0.00,geneData
1.42,0.00,0.00,0.00,0.00,0.00,geneData
0.28,0.00,0.01,0.00,0.00,0.00,geneData
1.53,0.00,0.02,0.00,0.00,0.00,geneData
1.51,0.00,0.02,0.00,0.00,0.00,geneData
1.51,0.00,0.02,0.00,0.00,0.00,geneData
1.36,0.00,0.00,0.00,0.06,0.00,geneData
0.49,0.00,0.02,0.00,0.00,0.00,geneData
0.00,0.00,0.00,0.00,0.46,0.00,geneData
1.20,0.00,0.00,0.00,0.00,0.00,geneData
1.20,0.00,0.00,0.00,0.00,0.00,geneData
1.20,0.00,0.00,0.00,0.00,0.00,geneData
0.36,0.00,0.06,1.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
0.13,0.00,0.01,0.00,0.01,0.00,geneData
0.04,0.00,0.17,0.00,0.00,1.00,geneData
0.00,0.00,1.00,0.02,0.17,0.00,geneData
0.39,0.04,0.06,0.00,0.00,0.00,geneData
0.26,0.00,0.00,0.00,0.00,0.00,geneData
0.00,0.00,0.09,0.00,0.00,0.00,geneData
1.49,0.00,0.00,0.00,0.02,0.00,geneData
1.25,0.00,0.11,0.00,0.00,0.00,geneData
0.00,0.00,0.00,0.00,0.21,0.00,geneData
0.46,0.00,0.00,1.03,0.00,0.00,geneData
0.00,0.11,0.00,1.03,0.00,0.06,geneData
0.16,0.12,0.01,0.04,0.01,0.26,geneData
0.16,0.12,0.01,0.04,0.01,0.26,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.00,1.00,0.00,0.00,0.25,0.11,geneData
0.00,1.00,0.00,0.00,0.25,0.11,geneData
0.00,0.06,0.00,0.11,0.00,0.04,geneData
0.00,0.25,0.06,1.05,0.00,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
0.00,0.28,0.00,0.00,0.00,0.01,geneData
1.36,0.00,0.00,0.00,0.00,0.00,geneData
0.00,0.17,0.00,0.00,0.00,1.00,geneData
1.00,0.00,0.00,0.00,0.36,0.00,geneData
0.00,0.00,0.11,0.00,0.13,0.25,geneData
1.36,0.00,0.00,0.00,0.00,0.00,geneData
0.00,0.24,0.00,0.00,0.00,0.00,geneData
0.40,0.00,0.06,0.00,0.00,0.00,geneData
0.17,0.04,0.00,1.00,0.03,0.02,geneData
0.50,0.01,0.02,0.01,0.01,0.00,geneData
0.04,0.00,0.03,0.01,0.44,1.00,geneData
1.25,0.00,0.11,0.00,0.00,0.00,geneData
0.00,0.25,0.00,0.00,0.11,1.00,geneData
0.53,1.00,0.00,0.01,0.00,0.00,geneData
1.51,0.00,0.00,0.03,0.00,0.00,geneData
1.02,0.13,0.25,0.00,0.07,0.06,geneData
0.25,0.00,0.11,0.06,0.00,0.00,geneData
0.31,0.00,0.03,0.01,0.00,0.00,geneData
1.29,0.00,0.00,0.00,0.00,0.00,geneData
1.17,0.00,0.00,0.00,0.00,0.00,geneData
1.29,0.00,0.00,0.00,0.00,0.00,geneData
0.49,0.00,1.00,0.00,0.00,0.00,geneData
0.15,0.25,0.00,0.00,0.00,0.00,geneData
1.55,0.00,0.01,0.00,0.00,0.00,geneData
1.51,0.00,0.01,0.00,0.01,0.00,geneData
0.00,1.00,0.00,0.05,0.11,0.25,geneData
0.00,0.00,0.00,0.38,1.00,0.01,geneData
1.00,0.00,0.06,0.00,0.25,0.00,geneData
0.36,0.00,0.06,0.00,0.00,0.00,geneData
1.36,0.00,0.06,0.00,0.00,0.00,geneData
0.09,0.00,0.00,0.15,0.00,0.00,geneData
0.09,0.00,0.00,0.15,0.00,0.00,geneData
0.19,0.25,0.00,0.06,0.01,1.09,geneData
0.21,0.25,0.00,0.06,0.01,1.01,geneData
0.21,0.25,0.00,0.06,0.01,1.01,geneData
0.21,0.25,0.00,0.06,0.01,1.01,geneData
0.21,0.25,0.00,0.06,0.01,1.01,geneData
1.19,0.05,0.25,0.00,0.07,0.00,geneData
1.29,0.06,0.12,0.03,0.00,0.00,geneData
0.25,0.00,0.11,0.04,0.00,0.00,geneData
1.49,0.01,0.02,0.00,0.01,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
1.42,0.00,0.04,0.00,0.00,0.00,geneData
0.51,0.00,0.02,0.00,0.00,0.00,geneData
0.51,0.00,0.02,0.00,0.00,0.00,geneData
0.51,0.00,0.01,1.00,0.00,0.00,geneData
0.49,0.00,0.03,0.00,0.01,0.00,geneData
0.30,0.00,0.01,0.00,0.00,0.00,geneData
0.06,0.06,0.03,0.00,0.25,0.00,geneData
0.15,0.02,0.03,0.00,0.00,0.00,geneData
1.36,0.06,0.00,0.00,0.04,0.00,geneData
0.51,1.00,0.02,0.00,0.00,0.00,geneData
1.40,0.00,0.06,0.00,0.00,0.00,geneData
0.49,0.00,0.02,1.00,0.01,0.00,geneData
0.00,1.00,0.00,0.04,0.00,0.11,geneData
0.00,0.00,0.33,1.11,0.00,0.00,geneData
0.11,0.00,0.00,0.10,0.00,1.00,geneData
1.25,0.06,0.11,0.00,0.00,0.00,geneData
1.17,0.00,0.04,0.00,0.00,0.00,geneData
0.00,0.00,0.00,0.00,0.47,0.00,geneData
0.00,0.00,0.00,0.00,0.30,0.00,geneData
0.00,0.00,0.00,0.00,0.15,0.00,geneData
1.42,0.00,0.00,0.00,0.00,0.00,geneData
0.20,0.00,0.01,0.00,0.01,0.00,geneData
0.20,0.00,0.01,0.00,0.01,0.00,geneData
0.12,0.00,0.01,1.00,0.01,0.00,geneData
1.00,0.00,0.00,0.00,0.17,0.00,geneData
1.02,0.00,0.00,0.01,0.04,0.11,geneData
1.25,0.00,0.11,0.00,0.00,0.00,geneData
1.49,0.00,0.00,0.00,0.02,0.00,geneData
1.49,0.00,0.00,0.00,0.02,0.00,geneData
1.29,0.06,0.12,0.03,0.00,0.00,geneData
0.25,0.01,0.00,1.00,0.03,0.00,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.16,0.12,0.01,0.04,0.01,0.26,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.40,0.00,0.04,0.00,0.02,0.01,geneData
1.29,0.01,0.01,0.00,0.00,0.00,geneData
0.49,0.00,0.01,0.02,0.02,0.00,geneData
1.49,0.00,0.00,0.00,0.00,0.00,geneData
1.49,0.00,0.00,0.00,0.00,0.00,geneData
1.31,0.00,0.11,0.00,0.00,0.00,geneData
0.11,1.25,0.06,0.01,0.02,0.04,geneData
0.17,0.00,0.25,0.00,0.00,0.00,geneData
0.17,0.00,0.25,0.00,0.00,0.00,geneData
0.25,0.00,0.00,0.02,0.03,1.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.06,0.00,0.03,0.13,0.00,0.00,geneData
0.20,0.11,0.01,0.00,0.00,0.25,geneData
1.51,0.00,0.01,0.00,0.01,0.00,geneData
1.01,0.01,0.11,0.00,0.11,0.01,geneData
0.00,1.00,0.00,0.04,0.36,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
1.44,0.00,0.04,0.00,0.00,0.01,geneData
1.40,0.00,0.06,0.01,0.00,0.00,geneData
0.06,0.00,0.03,0.01,0.27,0.00,geneData
0.07,0.00,0.02,0.00,0.03,0.00,geneData
0.47,0.00,0.02,0.00,0.00,0.00,geneData
0.37,0.01,0.06,0.00,0.03,0.00,geneData
0.05,1.02,0.00,0.00,0.27,0.22,geneData
0.00,0.00,0.40,0.00,0.00,0.00,geneData
0.30,0.00,0.01,0.00,0.00,0.00,geneData
0.24,0.00,0.02,0.00,0.00,0.00,geneData
1.42,0.00,0.00,0.00,0.00,0.00,geneData
0.15,0.06,0.00,0.04,0.06,0.04,geneData
0.25,0.25,0.01,0.04,0.01,1.02,geneData
1.36,0.00,0.06,0.00,0.00,0.00,geneData
1.29,0.00,0.00,0.00,0.00,0.00,geneData
0.40,0.11,0.00,0.00,0.00,0.00,geneData
0.01,0.28,1.00,0.02,0.00,0.11,geneData
1.49,0.01,0.02,0.00,0.01,0.01,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.12,0.07,0.00,0.03,1.01,0.12,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.09,0.05,0.00,0.02,1.26,0.07,geneData
0.53,0.00,0.00,0.00,0.00,0.00,geneData
0.35,0.00,0.00,1.00,0.00,0.00,geneData
1.51,0.00,0.01,0.00,0.01,0.00,geneData
1.52,0.01,0.02,0.00,0.00,0.00,geneData
1.43,0.03,0.04,0.01,0.01,0.02,geneData
0.00,0.11,0.00,0.00,0.25,0.04,geneData
1.00,0.00,0.25,0.00,0.06,0.00,geneData
0.42,0.00,0.00,0.00,0.00,0.00,geneData
0.42,0.00,0.00,0.00,0.00,0.00,geneData
0.48,0.00,0.03,0.01,0.00,0.00,geneData
1.31,0.00,0.11,0.00,0.00,0.00,geneData
0.00,0.00,0.00,0.00,1.44,0.00,geneData
1.45,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.03,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.00,0.00,0.00,geneData
1.00,0.00,0.00,0.00,0.26,0.00,geneData
0.05,0.00,0.04,0.00,0.17,0.25,geneData
1.51,0.00,0.01,0.00,0.01,0.00,geneData
1.26,0.00,0.00,0.00,0.00,0.00,geneData
0.17,0.00,0.04,0.00,0.02,0.02,geneData
0.10,0.00,0.00,0.11,0.00,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
1.46,0.00,0.00,0.00,0.00,0.00,geneData
0.00,0.00,1.00,0.00,0.11,0.25,geneData
1.29,0.03,0.06,0.00,0.00,0.02,geneData
0.53,0.00,0.01,0.01,0.00,0.01,geneData
0.00,0.33,0.00,0.00,0.00,0.00,geneData
0.51,1.00,0.02,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.45,0.00,0.00,0.01,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
1.48,0.00,0.00,0.00,0.00,0.00,geneData
0.25,1.00,0.00,0.06,0.00,0.00,geneData
0.25,1.00,0.00,0.06,0.00,0.00,geneData
1.42,0.00,0.00,0.00,0.00,0.00,geneData
1.31,0.00,0.11,0.00,0.00,0.00,geneData
0.03,0.00,0.00,0.00,0.01,0.00,geneData
0.38,0.00,0.11,0.00,0.01,0.01,geneData
0.34,0.00,0.00,0.00,0.11,0.00,geneData
1.25,0.06,0.11,0.00,0.00,0.00,geneData
0.00,1.00,0.25,0.04,0.06,0.00,geneData
0.29,0.00,0.00,1.00,0.00,0.00,geneData
1.11,0.00,0.25,0.00,0.06,0.00,geneData
1.46,0.01,0.00,0.00,0.00,0.02,geneData
0.18,0.26,0.00,0.09,0.01,1.01,geneData
0.30,0.00,0.01,0.00,0.00,0.00,geneData
0.19,0.26,0.00,0.09,0.01,1.01,geneData
0.11,0.00,0.00,0.25,0.00,0.06,geneData
1.02,0.00,0.25,0.07,0.00,0.00,geneData
1.49,0.00,0.01,0.00,0.00,0.00,geneData
0.31,0.00,0.00,0.00,0.00,0.00,expObservation
0.31,0.00,0.00,0.00,0.00,0.00,expObservation
0.11,0.00,0.00,0.02,0.03,0.04,expObservation
0.00,0.11,0.00,0.06,0.00,0.00,expObservation
1.00,0.00,0.00,0.00,0.06,0.00,expObservation
0.25,0.00,0.00,0.00,1.10,0.00,expObservation
0.00,0.00,0.00,0.00,0.11,1.00,expObservation
0.03,0.00,0.00,0.00,0.37,0.00,expObservation
0.02,0.00,1.01,0.00,0.12,0.00,expObservation
0.02,0.00,1.01,0.00,0.12,0.00,expObservation
0.02,0.00,1.01,0.00,0.12,0.00,expObservation
0.03,0.00,0.35,0.00,0.13,0.00,expObservation
0.03,0.00,0.35,0.00,0.13,0.00,expObservation
0.03,0.00,0.35,0.00,0.13,0.00,expObservation
0.37,0.00,0.00,0.00,0.00,0.00,expObservation
0.03,0.00,0.00,0.00,0.00,1.00,expObservation
0.00,1.00,0.00,0.00,0.25,0.00,expObservation
0.31,0.00,0.00,0.00,0.00,0.00,expObservation
0.29,0.00,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,1.11,0.06,expObservation
0.12,0.00,0.02,0.00,0.00,0.00,expObservation
0.00,0.11,0.25,0.00,0.00,0.00,expObservation
0.11,0.00,0.00,0.00,0.03,0.00,expObservation
0.06,0.36,0.00,0.00,0.00,0.00,expObservation
0.00,1.00,0.00,0.00,0.25,0.11,expObservation
0.00,1.00,0.00,0.00,0.25,0.11,expObservation
0.06,0.36,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,0.15,0.00,expObservation
0.00,0.00,0.24,0.00,0.00,0.00,expObservation
0.25,0.00,0.11,0.00,0.00,0.00,expObservation
0.02,0.00,0.16,0.00,0.00,0.00,expObservation
0.02,0.00,0.16,0.00,0.00,0.00,expObservation
0.00,0.11,0.00,0.00,0.25,0.00,expObservation
0.00,0.36,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,0.04,0.03,expObservation
0.00,0.11,0.00,0.00,0.03,0.00,expObservation
0.25,0.00,0.00,0.00,0.03,0.00,expObservation
0.00,0.25,0.00,0.00,1.00,0.00,expObservation
0.00,0.00,0.02,0.00,1.00,0.00,expObservation
0.11,0.00,0.03,0.00,0.25,1.00,expObservation
0.03,0.00,0.00,0.00,0.25,1.01,expObservation
0.25,0.00,0.00,0.00,0.15,1.00,expObservation
0.00,0.00,0.00,0.00,1.00,0.06,expObservation
0.11,0.00,0.00,0.00,0.00,0.03,expObservation
0.00,0.00,0.00,0.01,0.18,0.00,expObservation
0.01,0.00,0.09,0.00,0.36,0.00,expObservation
0.00,0.25,0.00,0.00,0.00,0.03,expObservation
0.00,0.25,0.00,0.00,0.00,0.04,expObservation
0.00,0.00,0.00,0.00,0.25,1.00,expObservation
0.25,0.00,0.00,0.00,0.11,0.00,expObservation
1.01,0.00,0.00,0.00,0.25,0.02,expObservation
1.02,0.00,0.00,0.00,0.00,0.00,expObservation
1.02,0.00,0.00,0.00,0.00,0.00,expObservation
1.00,0.00,0.00,0.00,0.04,0.25,expObservation
0.00,0.00,0.11,0.02,0.27,1.00,expObservation
0.00,0.00,0.12,0.02,0.27,1.00,expObservation
0.25,0.00,0.00,0.02,0.20,1.00,expObservation
0.06,0.00,1.04,0.00,0.00,0.11,expObservation
0.03,0.00,0.00,0.02,0.01,0.00,expObservation
0.00,0.00,1.06,0.00,0.00,0.00,expObservation
0.00,0.00,1.06,0.00,0.00,0.00,expObservation
1.25,0.00,0.00,0.00,0.00,0.00,expObservation
0.06,0.25,0.11,0.00,0.00,0.00,expObservation
0.04,0.00,0.00,0.00,0.25,0.00,expObservation
0.01,0.00,0.00,0.00,0.02,0.14,expObservation
0.25,0.00,0.00,0.00,0.06,0.00,expObservation
1.00,0.00,0.00,0.00,0.27,0.06,expObservation
0.00,0.00,0.00,0.00,0.08,0.02,expObservation
0.26,0.00,0.00,0.00,0.11,0.02,expObservation
0.27,0.00,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,1.00,0.00,0.03,0.00,expObservation
0.06,1.25,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.31,0.00,0.00,0.00,expObservation
0.00,0.25,0.00,0.00,0.06,0.00,expObservation
0.00,0.00,0.11,0.00,0.00,0.03,expObservation
1.03,0.00,0.00,0.00,0.19,0.00,expObservation
0.00,0.00,0.00,0.25,0.00,0.11,expObservation
0.27,0.00,0.00,0.00,0.04,1.00,expObservation
1.04,0.00,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,1.00,0.42,0.00,0.00,expObservation
0.25,0.01,0.00,0.00,0.01,0.02,expObservation
0.11,0.00,0.00,0.02,0.00,0.00,expObservation
0.00,0.00,0.00,0.02,0.04,0.06,expObservation
0.02,0.02,0.00,0.00,1.00,0.00,expObservation
0.02,0.02,0.00,0.00,1.00,0.00,expObservation
0.02,0.02,0.00,0.00,1.00,0.00,expObservation
0.11,0.00,0.00,0.00,0.06,0.01,expObservation
0.06,1.00,0.11,0.00,0.02,0.00,expObservation
0.06,0.25,0.00,0.00,1.00,0.00,expObservation
0.00,0.00,0.25,0.00,0.17,0.00,expObservation
1.00,0.00,0.01,0.00,0.05,0.00,expObservation
0.09,0.00,0.00,0.00,0.00,0.00,expObservation
0.08,0.00,0.00,0.00,0.00,0.00,expObservation
0.07,0.00,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,1.11,0.00,expObservation
0.00,0.00,0.00,0.04,0.00,1.00,expObservation
1.25,0.00,0.00,0.00,0.00,0.00,expObservation
0.15,0.00,0.00,0.00,0.00,0.00,expObservation
0.15,0.00,0.00,0.00,0.00,0.00,expObservation
0.15,0.00,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,0.25,1.00,expObservation
0.00,0.00,0.00,0.00,0.17,0.00,expObservation
0.00,0.00,0.00,0.00,0.00,0.36,expObservation
0.00,0.00,0.00,0.00,0.00,0.29,expObservation
0.00,0.00,0.00,0.00,0.06,0.11,expObservation
1.25,0.00,0.00,0.00,0.00,0.00,expObservation
0.06,0.00,0.39,0.00,0.00,1.00,expObservation
0.25,0.00,0.00,0.00,0.06,0.06,expObservation
1.00,0.00,0.00,0.00,0.25,0.00,expObservation
0.00,0.00,0.25,0.00,0.00,0.06,expObservation
1.00,0.00,0.00,0.25,0.00,0.00,expObservation
0.18,0.00,1.00,0.00,0.00,0.00,expObservation
0.25,0.00,0.00,0.00,0.00,1.00,expObservation
0.00,0.00,1.06,0.04,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,1.04,0.00,expObservation
0.00,0.00,0.00,0.00,1.04,0.00,expObservation
0.02,0.00,0.00,0.03,0.36,0.06,expObservation
0.06,0.00,0.00,0.00,0.36,0.00,expObservation
0.09,0.00,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.04,0.00,0.25,expObservation
0.00,0.00,0.00,0.04,0.00,0.25,expObservation
0.00,0.00,0.00,0.04,0.00,0.25,expObservation
0.00,0.00,0.00,0.04,0.00,0.25,expObservation
0.00,1.00,0.00,0.00,0.06,0.00,expObservation
0.00,0.00,0.00,0.00,1.25,0.00,expObservation
0.11,0.25,0.00,0.00,0.04,1.03,expObservation
0.11,0.25,0.00,0.00,0.04,1.03,expObservation
0.06,0.00,0.11,0.00,0.00,0.00,expObservation
0.06,0.00,0.25,0.11,0.00,0.00,expObservation
0.06,0.00,0.00,0.00,0.11,0.00,expObservation
0.17,0.00,0.25,0.00,0.00,0.04,expObservation
0.17,0.00,0.25,0.00,0.00,0.04,expObservation
0.00,0.00,0.08,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,0.31,0.00,expObservation
0.00,0.00,0.09,0.00,0.00,0.00,expObservation
0.26,0.00,0.00,0.00,0.00,0.00,expObservation
0.26,0.00,0.00,0.00,0.00,0.00,expObservation
1.02,0.00,0.00,0.00,0.25,0.02,expObservation
0.00,0.00,0.00,0.00,0.21,0.00,expObservation
0.00,0.25,0.00,0.00,0.06,0.00,expObservation
0.04,0.02,0.00,0.00,0.02,0.01,expObservation
0.00,0.00,0.00,0.03,0.04,0.06,expObservation
1.11,0.00,0.00,0.00,0.00,0.00,expObservation
0.00,0.36,0.00,0.00,0.00,0.00,expObservation
0.00,0.00,0.00,0.00,0.15,0.00,expObservation
0.00,0.00,0.00,0.00,0.15,0.00,expObservation
